codigo mun	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab	QtProfissionais/100000Hab	QtMédicos/100000Hab	QtEnfermeiros/100000Hab	QtSUS/100000Hab	QtNãoSUS/100000Hab
2908606	95	49	46	95	0	106	64	42	106	0	110	61	49	110	0	95	46	49	95	0	99	46	53	99	0	121	57	64	121	0	80	23	57	80	0	125	57	68	125	0	114	53	61	114	0
2908705	99	38	60	99	0	126	55	71	88	38	137	55	82	115	22	170	77	93	126	44	203	99	104	170	33	275	137	137	242	33	187	66	121	170	16	253	110	143	242	11	214	71	143	198	16
2908804	93	47	47	93	0	70	23	47	70	0	93	47	47	93	0	70	47	23	70	0	140	70	70	140	0	140	70	70	140	0	186	116	70	186	0	163	70	93	163	0	163	70	93	163	0
2908903	109	63	46	109	0	142	92	50	142	0	134	84	50	134	0	159	92	67	159	0	176	109	67	176	0	109	50	59	109	0	121	63	59	121	0	138	67	71	138	0	138	54	84	138	0
2909000	191	112	79	191	0	168	90	79	168	0	202	79	124	202	0	225	101	124	225	0	202	101	101	202	0	180	79	101	180	0	157	56	101	157	0	202	90	112	202	0	213	90	124	213	0
2909109	74	33	40	74	0	74	27	47	74	0	80	33	47	80	0	114	40	74	114	0	121	47	74	121	0	114	40	74	114	0	114	20	94	114	0	167	54	114	167	0	228	87	141	228	0
2909208	77	24	54	77	0	77	24	54	77	0	89	24	65	89	0	113	54	59	113	0	89	30	59	89	0	95	36	59	95	0	161	89	71	161	0	107	42	65	107	0	107	48	59	107	0
2909307	66	27	39	57	9	63	15	48	57	6	63	18	45	57	6	78	18	60	75	3	102	42	60	99	3	108	51	57	102	6	78	21	57	72	6	99	42	57	96	3	81	24	57	78	3
2909406	49	28	21	49	0	69	28	42	69	0	83	35	49	83	0	90	28	62	90	0	69	21	49	69	0	83	28	56	83	0	402	340	62	402	0	83	21	62	83	0	97	28	69	97	0
2909505	143	108	36	143	0	108	72	36	108	0	126	72	54	126	0	90	36	54	90	0	90	36	54	90	0	143	54	90	143	0	412	323	90	412	0	161	54	108	161	0	143	54	90	143	0
2909604	92	32	60	92	0	96	32	64	96	0	110	41	69	110	0	114	41	73	114	0	92	32	60	92	0	128	46	82	128	0	92	18	73	92	0	160	73	87	160	0	147	64	82	147	0
2909703	42	7	35	42	0	21	0	21	21	0	42	0	42	42	0	69	21	49	69	0	111	28	83	111	0	111	35	76	111	0	368	292	76	368	0	139	42	97	139	0	139	42	97	139	0
2909802	148	92	55	123	25	163	100	63	132	31	165	100	65	129	35	180	92	88	137	43	191	103	88	136	55	200	109	91	145	55	151	62	89	91	60	222	136	86	162	60	240	149	91	168	72
2909901	51	23	28	51	0	62	25	37	62	0	68	25	42	68	0	96	45	51	96	0	101	48	53	101	0	101	48	53	101	0	62	17	45	62	0	113	59	53	113	0	104	42	62	104	0
2910008	111	43	68	111	0	111	43	68	111	0	85	26	60	85	0	119	34	85	119	0	119	34	85	119	0	111	26	85	111	0	94	17	77	94	0	102	26	77	102	0	85	0	85	85	0
2910057	136	93	43	114	22	119	81	38	94	25	115	82	33	91	25	115	83	32	86	30	123	87	36	95	27	108	76	32	79	29	74	29	46	55	20	122	67	55	97	25	146	76	71	113	33
2910107	95	63	32	95	0	95	40	56	95	0	95	40	56	95	0	135	63	71	135	0	159	40	119	159	0	175	48	127	175	0	286	175	111	286	0	182	87	95	182	0	143	63	79	143	0
2910206	190	119	71	190	0	166	71	95	166	0	166	71	95	166	0	214	142	71	214	0	237	142	95	237	0	214	119	95	214	0	427	356	71	427	0	214	95	119	214	0	190	71	119	190	0
2910305	83	24	59	83	0	95	47	47	95	0	95	47	47	95	0	83	35	47	83	0	71	24	47	71	0	59	12	47	59	0	461	414	47	461	0	142	47	95	142	0	118	24	95	118	0
2910404	103	31	72	103	0	108	52	57	108	0	114	52	62	114	0	114	41	72	114	0	139	62	77	139	0	119	41	77	119	0	697	630	67	697	0	134	62	72	134	0	134	62	72	134	0
2910503	160	116	44	141	19	104	53	51	90	14	113	56	58	99	14	127	60	67	113	14	109	42	67	97	12	123	53	69	109	14	104	14	90	95	9	134	53	81	125	9	125	60	65	116	9
2910602	95	55	40	85	11	98	50	48	87	11	114	55	58	106	8	116	63	53	108	8	116	50	66	108	8	100	40	61	95	5	63	13	50	58	5	116	48	69	111	5	103	34	69	98	5
2910701	71	44	27	68	3	73	39	34	65	8	86	40	45	79	6	89	39	50	82	6	137	69	68	129	8	128	60	68	126	2	1339	1268	71	1337	2	160	89	71	150	10	149	61	87	140	8
2910727	168	110	58	142	26	189	118	71	158	31	198	119	79	168	29	207	128	80	179	29	229	137	92	197	32	227	125	102	193	34	148	43	106	107	42	259	141	118	213	47	282	154	128	232	49
2910750	76	33	43	76	0	70	27	43	70	0	76	38	38	76	0	92	33	60	92	0	92	22	70	92	0	87	11	76	87	0	81	5	76	81	0	87	16	70	76	11	141	38	103	136	5
2910776	118	68	51	118	0	84	51	34	84	0	101	51	51	101	0	101	51	51	101	0	84	51	34	84	0	135	51	84	135	0	135	68	68	135	0	152	68	84	152	0	135	51	84	135	0
2910800	189	113	76	180	9	201	116	85	191	10	213	122	91	199	13	233	132	101	216	16	244	136	108	225	19	256	140	116	235	21	146	21	124	121	25	277	152	125	251	26	307	163	144	280	27
2910859	93	35	58	93	0	76	29	47	76	0	116	17	99	116	0	111	47	64	111	0	122	58	64	122	0	111	35	76	111	0	169	93	76	169	0	192	105	87	192	0	151	70	82	151	0
2910909	34	0	34	34	0	52	0	52	52	0	34	0	34	34	0	69	17	52	69	0	137	69	69	137	0	86	17	69	86	0	86	52	34	86	0	86	34	52	86	0	69	34	34	69	0
2911006	160	80	80	160	0	151	62	89	151	0	133	44	89	133	0	133	53	80	125	9	133	62	71	133	0	116	36	80	116	0	116	36	80	116	0	107	27	80	107	0	116	36	80	116	0
2911105	46	23	23	46	0	62	27	35	62	0	85	31	54	85	0	96	35	62	96	0	104	39	66	104	0	104	35	69	104	0	93	31	62	93	0	112	35	77	112	0	85	15	69	85	0
2911204	111	72	39	102	9	123	69	54	108	15	138	84	54	108	30	129	66	63	90	39	150	72	78	114	36	156	69	87	117	39	144	69	75	93	51	181	96	84	126	54	181	105	75	117	63
2911253	127	63	63	127	0	106	85	21	106	0	85	42	42	85	0	127	63	63	127	0	63	42	21	63	0	106	63	42	106	0	254	212	42	254	0	169	63	106	169	0	127	21	106	127	0
2911303	52	34	17	52	0	95	43	52	95	0	86	34	52	86	0	86	26	60	86	0	103	43	60	103	0	112	43	69	112	0	112	52	60	112	0	95	43	52	95	0	95	34	60	95	0
2911402	76	38	38	76	0	88	44	44	88	0	95	51	44	95	0	114	69	44	114	0	158	95	63	158	0	101	57	44	101	0	802	758	44	802	0	82	44	38	82	0	88	51	38	88	0
2911501	140	64	76	140	0	178	89	89	178	0	204	89	115	204	0	191	76	115	191	0	229	102	127	229	0	268	127	140	268	0	331	204	127	331	0	217	115	102	217	0	166	76	89	166	0
2911600	98	51	47	84	14	79	42	37	65	14	102	51	51	88	14	107	56	51	98	9	121	56	65	107	14	126	56	70	116	9	79	19	60	70	9	135	65	70	121	14	135	60	74	121	14
2911659	111	37	74	111	0	136	49	87	136	0	124	37	87	124	0	148	62	87	148	0	136	62	74	136	0	148	62	87	148	0	272	173	99	272	0	173	74	99	173	0	186	87	99	186	0
2911709	196	126	70	165	31	196	105	91	179	17	242	122	120	222	20	263	130	132	240	23	275	145	130	249	26	293	147	145	265	28	205	33	172	172	33	381	187	195	344	37	408	204	204	379	29
2911808	95	41	54	95	0	126	59	68	126	0	113	45	68	113	0	104	41	63	104	0	140	81	59	140	0	149	86	63	149	0	99	36	63	99	0	117	50	68	117	0	117	27	90	117	0
2911857	44	22	22	44	0	58	29	29	58	0	73	29	44	73	0	66	15	51	66	0	66	22	44	66	0	66	15	51	66	0	73	22	51	73	0	80	29	51	80	0	73	29	44	73	0
2911907	116	58	58	116	0	124	58	66	124	0	127	66	62	124	4	120	50	70	112	8	135	62	73	131	4	127	50	77	124	4	81	23	58	77	4	120	54	66	112	8	131	70	62	124	8
2912004	88	29	59	88	0	88	29	59	88	0	79	29	49	79	0	147	49	98	137	10	147	49	98	137	10	137	39	98	118	20	167	69	98	157	10	128	59	69	128	0	167	39	128	167	0
2912103	145	55	89	145	0	128	43	85	128	0	149	47	102	149	0	153	38	115	153	0	145	34	111	145	0	153	43	111	153	0	115	9	106	115	0	157	43	115	157	0	162	51	111	162	0
2912202	81	30	51	81	0	81	35	45	81	0	86	25	61	81	5	96	40	56	96	0	111	45	66	106	5	106	45	61	101	5	56	10	45	51	5	116	35	81	111	5	106	35	71	101	5
2912301	113	54	60	107	6	89	36	54	83	6	107	36	71	101	6	77	24	54	77	0	89	24	65	89	0	113	48	65	95	18	137	60	77	119	18	161	54	107	143	18	167	54	113	149	18
2912400	59	21	37	59	0	70	16	54	70	0	96	27	70	96	0	102	27	75	102	0	112	37	75	112	0	107	32	75	107	0	96	27	70	96	0	64	21	43	64	0	107	27	80	91	16
2912509	58	6	52	58	0	65	19	45	58	6	71	26	45	71	0	84	26	58	84	0	78	32	45	78	0	65	26	39	65	0	104	58	45	97	6	65	26	39	58	6	110	32	78	104	6
2912608	24	0	24	24	0	24	0	24	24	0	95	24	71	95	0	95	24	71	95	0	95	24	71	95	0	95	24	71	95	0	285	214	71	285	0	214	71	142	214	0	119	24	95	119	0
2912707	70	21	49	70	0	66	21	45	66	0	78	29	49	78	0	74	25	49	74	0	78	21	58	78	0	78	29	49	78	0	66	12	54	62	4	86	37	49	82	4	91	37	54	91	0
2912806	102	45	56	102	0	102	45	56	102	0	113	56	56	113	0	124	56	68	124	0	113	56	56	113	0	124	56	68	124	0	294	226	68	294	0	147	79	68	147	0	136	68	68	136	0
2912905	151	81	70	151	0	105	41	64	105	0	122	52	70	122	0	139	52	87	139	0	163	58	105	163	0	168	75	93	168	0	145	35	110	145	0	157	64	93	157	0	128	52	75	128	0
2913002	89	36	53	89	0	95	36	59	95	0	71	30	42	71	0	101	42	59	101	0	71	36	36	71	0	89	53	36	89	0	83	30	53	83	0	89	30	59	89	0	89	36	53	89	0
2913101	39	17	22	33	6	39	11	28	33	6	45	11	33	39	6	50	11	39	45	6	61	22	39	56	6	84	22	61	84	0	106	50	56	106	0	95	33	61	95	0	95	39	56	89	6
2913200	147	75	72	136	11	154	83	72	147	7	176	79	97	169	7	169	65	104	165	4	172	68	104	169	4	183	68	115	176	7	172	57	115	154	18	219	79	140	179	39	212	75	136	190	22
2913309	109	78	31	109	0	78	62	16	78	0	78	16	62	78	0	155	78	78	155	0	186	109	78	186	0	217	140	78	217	0	3340	3247	93	3340	0	202	93	109	202	0	171	78	93	171	0
2913408	104	55	49	104	0	98	43	55	98	0	92	43	49	92	0	117	55	61	117	0	98	43	55	98	0	80	37	43	80	0	147	80	68	147	0	104	25	80	104	0	123	25	98	123	0
2913457	106	56	49	106	0	56	21	35	56	0	56	28	28	56	0	113	49	63	113	0	169	85	85	169	0	127	42	85	127	0	134	49	85	134	0	148	49	99	148	0	162	56	106	162	0
2913507	54	21	32	54	0	57	25	32	57	0	64	36	29	64	0	86	36	50	86	0	82	39	43	82	0	82	43	39	82	0	172	129	43	172	0	79	39	39	79	0	82	36	47	82	0
2913606	201	117	83	176	25	212	120	92	187	26	238	123	115	214	24	248	129	119	222	26	266	136	130	238	28	244	129	115	214	30	165	46	119	132	33	293	155	138	255	38	290	153	137	242	48
2913705	54	15	40	54	0	67	25	42	67	0	59	22	37	57	2	87	44	42	84	2	89	47	42	87	2	82	40	42	82	0	44	5	40	44	0	96	49	47	96	0	109	44	64	109	0
2913804	90	45	45	90	0	84	32	52	84	0	97	52	45	97	0	103	52	52	103	0	97	52	45	97	0	90	32	58	90	0	77	19	58	77	0	90	39	52	90	0	97	32	65	97	0
2913903	145	69	75	132	13	147	69	78	136	10	136	65	71	126	10	147	63	84	138	8	168	82	86	155	13	157	73	84	143	15	111	25	86	96	15	228	111	117	201	27	247	124	124	216	31
2914000	77	49	27	70	6	78	49	29	72	6	78	45	34	73	5	91	53	38	85	6	97	56	42	89	8	101	61	40	91	10	62	21	42	51	11	107	51	56	94	13	88	35	53	77	11
2914109	118	49	69	118	0	118	30	89	118	0	108	30	79	108	0	138	39	98	138	0	148	39	108	148	0	128	39	89	128	0	148	39	108	148	0	118	30	89	118	0	128	30	98	128	0
2914208	120	40	80	120	0	160	80	80	160	0	146	40	106	146	0	93	27	66	93	0	120	40	80	120	0	93	27	66	93	0	1742	1662	80	1742	0	120	27	93	120	0	106	13	93	106	0
2914307	151	81	71	151	0	151	71	81	151	0	131	50	81	131	0	131	50	81	131	0	192	91	101	192	0	141	61	81	141	0	202	121	81	202	0	162	71	91	162	0	141	61	81	141	0
2914406	82	35	47	82	0	86	39	47	86	0	67	43	23	67	0	59	27	31	59	0	59	35	23	59	0	47	27	20	47	0	125	110	16	125	0	70	43	27	70	0	78	55	23	74	4
2914505	64	37	27	64	0	57	27	30	57	0	50	20	30	50	0	84	44	40	80	3	67	30	37	67	0	90	44	47	80	10	1168	1148	20	1155	13	107	37	70	100	7	97	37	60	84	13
2914604	196	107	89	185	11	209	113	97	195	15	223	111	111	213	9	295	144	152	279	16	316	173	142	303	12	313	185	128	302	11	146	26	121	136	11	353	200	153	342	11	362	203	160	346	16
2914653	102	38	64	95	6	83	25	57	80	3	102	32	70	99	3	102	35	67	95	6	134	45	89	127	6	153	57	95	146	6	115	16	99	111	3	127	38	89	124	3	137	45	92	127	10
2914703	109	57	52	99	10	87	34	52	84	3	87	34	52	82	4	97	43	54	91	6	126	66	60	118	7	127	72	55	105	22	106	24	82	81	25	148	69	79	123	25	144	64	79	118	25
2914802	257	139	119	238	19	261	147	114	240	21	272	148	124	253	19	295	154	140	276	19	311	167	144	291	20	325	176	150	299	26	184	21	162	154	29	335	175	160	304	31	357	185	171	324	33
2914901	74	32	42	70	4	74	25	49	70	4	74	25	49	70	4	102	42	60	99	4	109	39	70	106	4	109	39	70	106	4	70	4	67	70	0	113	53	60	99	14	141	74	67	130	11
2915007	78	30	48	78	0	60	6	54	60	0	72	30	42	72	0	109	48	60	109	0	121	66	54	121	0	109	54	54	109	0	121	60	60	121	0	96	36	60	96	0	90	12	78	90	0
2915106	136	68	68	136	0	83	30	53	83	0	83	23	61	76	8	136	45	91	136	0	129	45	83	129	0	98	38	61	98	0	91	30	61	91	0	121	53	68	121	0	114	23	91	114	0
2915205	64	13	51	64	0	71	26	45	71	0	90	32	58	90	0	116	32	83	116	0	116	39	77	116	0	96	32	64	96	0	103	45	58	103	0	90	32	58	90	0	116	39	77	116	0
2915304	69	14	55	69	0	110	41	69	110	0	96	27	69	96	0	96	27	69	96	0	137	55	82	137	0	123	55	69	123	0	617	562	55	617	0	69	14	55	69	0	96	41	55	96	0
2915353	54	20	34	54	0	48	14	34	48	0	54	27	27	54	0	88	41	48	88	0	95	41	54	95	0	102	54	48	102	0	68	20	48	68	0	95	34	61	95	0	109	41	68	109	0
2915403	97	28	69	97	0	83	0	83	83	0	97	14	83	97	0	83	14	69	83	0	139	55	83	139	0	111	42	69	111	0	208	125	83	208	0	139	55	83	139	0	139	42	97	139	0
2915502	83	46	37	83	0	65	28	37	65	0	69	32	37	69	0	42	9	32	42	0	74	23	51	74	0	88	32	55	88	0	60	5	55	60	0	83	23	60	83	0	102	18	83	102	0
2915601	108	50	58	99	9	154	62	92	140	15	159	61	98	144	15	169	62	107	147	22	171	71	99	150	21	177	71	105	163	13	137	27	110	119	18	174	74	99	151	22	171	70	101	153	18
2915700	106	24	83	106	0	153	71	83	153	0	142	59	83	142	0	165	71	94	165	0	165	59	106	165	0	130	24	106	130	0	342	212	130	342	0	177	83	94	177	0	71	12	59	71	0
2915809	92	36	56	92	0	104	48	56	104	0	108	48	60	108	0	88	32	56	88	0	104	44	60	104	0	112	44	68	112	0	76	16	60	76	0	129	48	80	129	0	137	52	84	137	0
2915908	89	30	59	89	0	89	30	59	89	0	104	30	74	104	0	134	30	104	134	0	134	15	119	134	0	149	45	104	149	0	193	134	59	193	0	149	59	89	149	0	163	59	104	163	0
2916005	141	63	78	137	5	141	59	83	132	10	161	59	102	151	10	156	54	102	146	10	161	44	117	151	10	171	59	112	161	10	312	224	88	302	10	151	73	78	141	10	137	59	78	127	10
2916104	140	57	83	140	0	179	70	109	179	0	153	52	101	153	0	171	66	105	171	0	201	92	109	197	4	162	70	92	157	4	214	87	127	210	4	166	79	87	153	13	219	118	101	206	13
2916203	122	41	81	122	0	132	31	102	132	0	142	31	112	142	0	163	41	122	163	0	122	31	92	122	0	153	51	102	153	0	142	20	122	142	0	173	41	132	173	0	153	20	132	153	0
2916302	83	18	65	83	0	111	37	74	111	0	102	28	74	102	0	157	65	92	157	0	166	55	111	166	0	157	65	92	157	0	166	65	102	166	0	185	74	111	185	0	148	37	111	148	0
2916401	115	72	43	101	14	134	79	55	107	27	133	77	55	107	26	148	84	64	117	31	156	86	70	123	34	157	85	72	121	36	117	41	76	83	35	175	97	79	141	35	191	94	97	163	28
2916500	69	39	30	69	0	75	36	39	75	0	97	55	41	97	0	102	52	50	102	0	110	58	52	110	0	102	52	50	102	0	83	25	58	83	0	97	44	52	97	0	133	58	75	133	0
2916609	83	28	56	83	0	65	19	46	65	0	46	0	46	46	0	46	0	46	46	0	83	19	65	83	0	83	19	65	83	0	111	46	65	111	0	102	28	74	102	0	111	28	83	111	0
2916708	116	70	47	116	0	105	47	58	105	0	151	93	58	151	0	140	58	81	140	0	151	70	81	151	0	163	93	70	163	0	233	151	81	233	0	140	47	93	140	0	140	35	105	140	0
2916807	64	20	44	64	0	74	25	49	74	0	69	30	39	64	5	79	25	54	74	5	89	30	59	84	5	108	34	74	103	5	98	25	74	94	5	128	54	74	123	5	118	39	79	108	10
2916856	74	20	53	74	0	94	33	60	87	7	114	47	67	107	7	127	40	87	120	7	160	60	100	154	7	160	67	94	160	0	160	60	100	160	0	160	53	107	160	0	174	67	107	174	0
2916906	106	45	60	106	0	91	38	53	91	0	75	30	45	75	0	75	23	53	75	0	91	38	53	91	0	113	53	60	113	0	143	60	83	143	0	98	30	68	98	0	83	15	68	83	0
2917003	40	16	24	40	0	27	8	19	27	0	29	16	13	29	0	48	37	11	48	0	51	29	21	48	3	61	43	19	59	3	19	16	3	16	3	72	45	27	69	3	53	29	24	51	3
2917102	89	28	61	89	0	104	33	71	94	9	75	28	47	71	5	94	33	61	89	5	94	33	61	85	9	94	33	61	85	9	108	28	80	104	5	80	28	52	75	5	104	42	61	99	5
2917201	117	46	72	117	0	128	51	77	128	0	112	46	66	112	0	107	41	66	107	0	112	51	61	112	0	107	41	66	107	0	97	26	72	97	0	128	61	66	128	0	148	51	97	143	5
2917300	58	24	34	54	3	65	27	37	65	0	61	27	34	61	0	71	31	41	68	3	68	27	41	65	3	85	41	44	85	0	180	133	48	167	14	92	37	54	78	14	78	27	51	61	17
2917334	44	0	44	44	0	61	18	44	61	0	44	0	44	44	0	70	18	53	70	0	70	26	44	70	0	105	35	70	105	0	202	158	44	202	0	132	61	70	132	0	114	44	70	114	0
2917359	121	55	66	121	0	121	55	66	121	0	199	66	133	199	0	232	66	166	232	0	254	66	188	254	0	232	66	166	232	0	331	166	166	331	0	232	66	166	232	0	155	33	121	155	0
2917409	110	32	78	110	0	129	39	91	129	0	110	32	78	110	0	136	39	97	136	0	110	26	84	110	0	116	19	97	116	0	123	26	97	123	0	136	39	97	136	0	136	32	103	136	0
2917508	94	66	29	72	23	105	69	36	80	25	98	66	32	71	28	142	87	55	110	32	170	97	73	139	31	172	91	81	123	49	123	48	75	72	51	177	96	81	124	53	197	106	91	143	54
2917607	75	37	37	64	11	73	32	41	64	9	80	32	48	71	9	105	43	62	95	11	114	45	70	104	11	109	41	68	93	16	330	257	73	314	16	121	46	75	105	16	136	48	87	120	16
2917706	70	32	38	70	0	46	20	26	35	12	52	26	26	41	12	58	32	26	46	12	81	43	38	70	12	67	35	32	55	12	96	61	35	84	12	81	41	41	70	12	81	46	35	70	12
2917805	58	26	32	58	0	74	21	53	74	0	63	11	53	63	0	63	21	42	63	0	63	21	42	63	0	58	21	37	58	0	68	32	37	68	0	68	26	42	68	0	79	32	47	79	0
2917904	45	18	27	45	0	45	18	27	45	0	54	27	27	54	0	63	36	27	63	0	63	36	27	63	0	63	36	27	63	0	72	45	27	72	0	54	27	27	54	0	54	27	27	54	0
2918001	185	91	94	174	11	191	88	104	179	12	190	89	102	177	14	213	100	113	197	17	248	111	137	227	22	242	100	141	208	34	195	39	156	149	46	322	133	189	280	42	341	143	198	301	40
2918100	94	67	26	82	12	84	46	38	72	12	84	43	41	77	7	118	53	65	111	7	135	60	75	127	7	137	58	79	132	5	856	757	99	853	2	135	46	89	135	0	144	36	108	139	5
2918209	86	46	40	79	7	66	26	40	60	7	46	20	26	40	7	66	33	33	60	7	79	40	40	73	7	99	46	53	99	0	79	26	53	79	0	113	40	73	113	0	139	60	79	139	0
2918308	71	8	63	71	0	102	24	79	102	0	102	16	87	102	0	126	16	110	126	0	150	24	126	150	0	134	16	118	134	0	134	39	95	134	0	118	16	102	118	0	118	8	110	118	0
2918357	47	19	27	47	0	47	12	35	47	0	35	0	35	35	0	39	12	27	39	0	47	16	31	47	0	47	16	31	47	0	47	12	35	43	4	62	16	47	62	0	51	12	39	51	0
2918407	194	134	60	181	13	204	132	72	194	9	235	149	87	224	12	262	163	98	251	11	289	172	117	279	10	277	165	112	265	13	158	37	120	122	36	325	202	122	265	60	350	217	133	285	65
2918456	181	91	91	181	0	111	40	71	111	0	131	60	71	131	0	181	60	121	181	0	181	60	121	181	0	171	60	111	171	0	121	30	91	121	0	141	40	101	141	0	131	40	91	131	0
2918506	56	12	44	56	0	31	6	25	31	0	56	6	50	56	0	56	12	44	56	0	62	19	44	62	0	94	37	56	94	0	100	25	75	100	0	94	25	69	94	0	100	25	75	100	0
2918555	112	32	80	112	0	96	0	96	96	0	80	16	64	80	0	127	32	96	127	0	143	64	80	143	0	143	16	127	143	0	335	223	112	335	0	143	32	112	143	0	191	64	127	191	0
2918605	198	99	99	198	0	226	113	113	226	0	184	71	113	170	14	156	71	85	156	0	184	85	99	184	0	198	85	113	198	0	184	57	127	184	0	184	42	142	184	0	226	85	142	226	0
2918704	75	0	75	75	0	101	0	101	101	0	151	25	126	151	0	226	50	176	226	0	226	50	176	226	0	226	50	176	226	0	201	0	201	201	0	201	50	151	201	0	201	25	176	201	0
2918753	62	19	44	62	0	94	37	56	94	0	87	44	44	87	0	56	25	31	56	0	62	31	31	62	0	69	31	37	69	0	62	25	37	62	0	62	12	50	62	0	75	12	62	75	0
2918803	103	62	41	99	4	86	41	45	82	4	95	53	41	91	4	95	41	53	91	4	123	45	78	119	4	103	41	62	99	4	66	16	49	62	4	136	66	70	132	4	148	58	91	144	4
2918902	98	25	74	98	0	246	49	197	246	0	270	74	197	270	0	369	74	295	369	0	320	74	246	320	0	320	74	246	320	0	565	270	295	565	0	344	74	270	344	0	344	49	295	344	0
2919009	50	25	25	50	0	100	50	50	100	0	50	25	25	50	0	50	25	25	50	0	75	50	25	75	0	0	0	0	0	0	6323	6323	0	6323	0	25	0	25	25	0	0	0	0	0	0
2919058	90	23	68	90	0	45	11	34	45	0	23	0	23	23	0	23	0	23	23	0	90	34	56	90	0	113	34	79	113	0	113	45	68	113	0	113	23	90	113	0	124	11	113	124	0
2919108	67	11	56	67	0	78	11	67	78	0	89	22	67	89	0	89	22	67	89	0	89	33	56	89	0	100	33	67	100	0	111	33	78	111	0	111	44	67	111	0	89	0	89	89	0
2919157	57	14	42	57	0	53	11	42	53	0	67	14	53	67	0	74	11	64	74	0	106	39	67	106	0	99	28	71	99	0	159	78	81	159	0	96	28	67	96	0	85	21	64	85	0
2919207	313	252	61	197	116	287	227	61	173	114	285	217	68	190	95	300	230	69	198	101	304	230	74	201	103	305	234	71	188	117	222	143	79	99	123	331	242	89	202	129	340	239	100	209	131
2919306	95	43	52	95	0	77	26	52	77	0	69	34	34	69	0	77	34	43	77	0	77	34	43	77	0	95	26	69	95	0	120	60	60	120	0	112	52	60	112	0	163	34	129	163	0
2919405	100	46	54	100	0	108	39	69	108	0	116	39	77	108	8	108	31	77	100	8	139	39	100	131	8	100	23	77	100	0	116	23	93	116	0	108	15	93	108	0	108	23	85	108	0
2919504	90	36	53	71	19	109	39	71	90	19	118	45	73	96	21	122	47	75	98	24	135	60	75	109	26	131	62	68	105	26	139	66	73	113	26	156	53	103	128	28	163	45	118	135	28
2919553	66	41	25	54	12	62	41	22	47	16	75	48	28	59	17	91	57	34	72	19	103	60	43	89	14	115	66	49	98	17	81	22	60	67	14	140	75	65	117	23	150	77	73	128	22
2919603	67	25	42	67	0	76	34	42	76	0	101	59	42	101	0	93	42	51	93	0	118	51	67	118	0	84	34	51	84	0	354	295	59	354	0	93	42	51	93	0	93	42	51	93	0
2919702	58	21	37	58	0	58	21	37	58	0	78	21	58	78	0	63	16	47	63	0	78	10	68	78	0	94	16	78	94	0	120	42	78	120	0	105	26	78	105	0	126	37	89	126	0
2919801	80	49	31	78	2	63	31	31	61	2	82	37	45	80	2	100	45	55	96	4	116	57	59	112	4	118	53	65	114	4	75	8	67	73	2	124	53	71	124	0	133	43	90	133	0
2919900	85	24	60	85	0	121	73	48	121	0	121	60	60	121	0	121	60	60	121	0	145	85	60	145	0	121	60	60	121	0	181	97	85	181	0	169	85	85	169	0	133	36	97	133	0
2919926	262	148	114	257	5	290	157	133	290	0	295	162	133	295	0	271	157	114	267	5	333	200	133	328	5	362	219	143	357	5	129	19	109	124	5	248	138	109	238	10	200	90	109	190	10
2919959	269	112	157	269	0	247	90	157	247	0	314	157	157	314	0	471	269	202	426	45	516	292	224	471	45	426	202	224	404	22	314	67	247	292	22	382	112	269	382	0	471	202	269	471	0
2920007	19	0	19	19	0	19	0	19	19	0	29	0	29	29	0	97	29	68	97	0	117	39	78	117	0	107	39	68	107	0	107	39	68	107	0	97	29	68	97	0	97	29	68	97	0
2920106	147	71	76	142	5	142	61	81	137	5	127	41	86	122	5	142	46	96	137	5	168	46	122	162	5	168	51	117	162	5	147	30	117	142	5	183	56	127	178	5	208	66	142	203	5
2920205	63	23	40	63	0	68	29	40	68	0	17	0	17	17	0	46	6	40	46	0	57	29	29	57	0	68	29	40	68	0	86	46	40	86	0	86	34	51	86	0	63	6	57	63	0
2920304	56	23	34	56	0	68	23	45	68	0	90	34	56	90	0	79	23	56	79	0	56	11	45	56	0	56	11	45	56	0	192	147	45	192	0	68	0	68	68	0	90	23	68	90	0
2920403	105	28	77	105	0	112	28	84	112	0	126	42	84	126	0	133	28	105	133	0	147	28	119	147	0	126	14	112	126	0	147	56	91	147	0	126	14	112	126	0	119	7	112	119	0
